subject,language,mean_dwell_time,n_transitions,flexibility,state_0_fraction,state_1_fraction,state_2_fraction,state_3_fraction,state_4_fraction
sub-CN021,Chinese,12.22130772005772,19.555555555555557,0.1308371769157776,0.1317567665396987,0.03704537054215282,0.10605984457682517,0.7134149482240926,0.011723070117230701
sub-CN022,Chinese,4.500665328906006,34.55555555555556,0.22202363916832032,0.2915177837128826,0.19176420537897335,0.15496084030606985,0.12838626073230835,0.23337090986976575
sub-CN023,Chinese,4.56188783378786,34.55555555555556,0.22220224023588156,0.3031435398015018,0.21022980363721705,0.11164856547033092,0.32364976935576223,0.05132832173518802
sub-CN024,Chinese,12.257314229316854,17.88888888888889,0.11289452713880582,0.013065089440334193,0.2118264727449518,0.09631205531758878,0.027924615225863543,0.6508717672712616
sub-CN025,Chinese,5.887502231550795,26.22222222222222,0.16791080410872153,0.502534765487004,0.042954534859663204,0.04844831657955425,0.3276072287064461,0.0784551543673324
sub-CN026,Chinese,10.97636499844102,19.555555555555557,0.12762683627522356,0.27785900306120337,0.01221496528021937,0.028963430297122134,0.676803361908098,0.0041592394533571005
sub-CN027,Chinese,5.756931246006729,27.666666666666668,0.17735756590324164,0.20290818416786605,0.09349761123167373,0.17214226815833375,0.4584058784748238,0.07304605796730268
sub-CN028,Chinese,4.931711594817752,34.666666666666664,0.2193679978710653,0.058485203889334744,0.32475440169613146,0.20702511963363923,0.1253207558845366,0.284414518896358
sub-CN029,Chinese,4.920867256751995,32.333333333333336,0.2096855304752642,0.20464735231010117,0.30501410664675993,0.0838069143795098,0.3285501795411305,0.0779814471224986
sub-CN030,Chinese,4.7658707157136115,34.888888888888886,0.21985672354432254,0.12141945499541812,0.23147868182434017,0.19040935970463083,0.21415965565975384,0.24253284781585713
sub-CN031,Chinese,4.683083344953697,33.77777777777778,0.21599620420418,0.16529829451901526,0.1693822261158337,0.18891324483088354,0.4135853462144463,0.06282088831982117
sub-CN032,Chinese,4.824410284131646,32.44444444444444,0.2076095805194248,0.20153551754927668,0.2190461772005141,0.17134349268105642,0.22413165908186045,0.1839431534872924
sub-CN033,Chinese,4.338625971405831,36.44444444444444,0.2347549561489838,0.24647094816266252,0.23800848327359636,0.1044550719778508,0.29044165106260805,0.1206238455232823
sub-CN034,Chinese,4.793999960975168,32.333333333333336,0.207975570812197,0.43753831602896626,0.14890924524949775,0.1679170941278637,0.1462500125360794,0.09938533205759288
sub-CN036,Chinese,4.060364245833343,39.111111111111114,0.24989681663449026,0.05175248257619531,0.41561894409823,0.3034308252134848,0.07172990315496729,0.1574678449571226
sub-CN037,Chinese,4.318538007495696,35.888888888888886,0.2307946616750126,0.08471449390221616,0.3505473774790303,0.17079439909264985,0.06482168648879727,0.32912204303730636
sub-FR001,French,7.621042757718426,29.22222222222222,0.1884534716168055,0.11875069263725911,0.15953531826819742,0.22228820227732804,0.48296180659992377,0.01646398021729164
sub-FR002,French,5.218927862259921,31.0,0.19923410357332202,0.29599340897372084,0.2788959194187535,0.14071368124913114,0.22393793870154552,0.060459051656848985
sub-FR003,French,5.0097622596797,30.666666666666668,0.19980437133221118,0.11975603192058507,0.20022322585292393,0.4276281425452063,0.14448461193755407,0.10790798774373062
sub-FR004,French,7.054273787809199,24.444444444444443,0.15869627974070177,0.053128708214592146,0.1465495027753248,0.12115485355253935,0.6175721094081614,0.061594826049382205
sub-FR005,French,13.036441952058947,20.77777777777778,0.13273299306367164,0.007697369018123736,0.19344108167635027,0.1451463798550943,0.5826565795439904,0.07105858990644125
sub-FR006,French,6.560997980677785,27.0,0.1761289181104678,0.04512254551397889,0.2258692235409144,0.14028312877515797,0.452619757295019,0.1361053448749297
sub-FR007,French,4.984458542028335,32.111111111111114,0.20911493129013978,0.10320878824567958,0.10732218338146327,0.3895294784914112,0.31883136478307206,0.08110818509837395
sub-FR008,French,4.611169561803619,34.77777777777778,0.2247244836142752,0.19382871902012105,0.1818112458963702,0.15796095945162925,0.0959237328767282,0.37047534275515126
sub-FR009,French,5.183788699690402,30.22222222222222,0.1969440519804039,0.11914837939878604,0.07961568454850736,0.41467943713748995,0.2736193441069197,0.11293715480829697
sub-FR010,French,9.753212111055248,17.333333333333332,0.11337890066556636,0.02789852547501965,0.11287779989042024,0.08722022128931607,0.772003453345244,0.0
sub-FR011,French,4.548391654641654,34.666666666666664,0.22487704956914317,0.05814156551404855,0.44950475401849765,0.12044474610082807,0.22593436165762576,0.14597457270899994
sub-FR012,French,4.563847189904774,33.888888888888886,0.21902696041254818,0.05111957287345828,0.21847487334560511,0.3202772243532222,0.028294953333672355,0.38183337609404205
sub-FR013,French,8.057024505708716,19.444444444444443,0.12783510360546774,0.0,0.47457678947842397,0.03344904366952736,0.025329461492310728,0.46664470535973795
sub-FR014,French,4.9122934023038525,31.11111111111111,0.20043257319269425,0.02108066277575329,0.45576169965042035,0.17624694419856526,0.28208395391092006,0.06482673946434105
sub-FR015,French,4.703319207968165,32.55555555555556,0.21078429325796727,0.04701862298880715,0.22672448503296044,0.37220341204432233,0.26282135042912896,0.09123212950478107
sub-FR016,French,4.848294508619487,34.22222222222222,0.22214790102818432,0.09097051579278774,0.2493275174112921,0.14453191721568878,0.17502961737674363,0.3401404322034878
sub-FR017,French,4.668582624138179,32.77777777777778,0.21392908484010598,0.030302485918202282,0.36686843430547483,0.1879710489168037,0.13123459108373578,0.2836234397757834
sub-FR018,French,4.35005997921784,35.666666666666664,0.23036592724774296,0.04775966534261914,0.2105661493493899,0.3709632941844647,0.08706351298515097,0.28364737813837526
sub-FR019,French,4.104181929181929,37.22222222222222,0.24073382377179608,0.13913654842825285,0.3034869262429812,0.22932850109788605,0.15697041270916073,0.1710776115217192
sub-FR020,French,4.290369342592001,35.333333333333336,0.2302285360622197,0.19381443723675068,0.3240606505712013,0.2065361050613911,0.14796197644161851,0.1276268306890384
sub-FR022,French,6.469050495316834,25.88888888888889,0.16996058779763926,0.03033156185248023,0.3672577976765858,0.1569898739373755,0.42621521236537613,0.019205554168182343
sub-FR023,French,4.298153441925454,35.44444444444444,0.23088484401580592,0.12678526552593714,0.364674543041124,0.17868421133090265,0.18991025190664482,0.13994572819539133
sub-FR024,French,4.443048079540327,35.111111111111114,0.23004152827911462,0.2238360781890957,0.2039058883954476,0.1757300808983227,0.36136575287479,0.03516219964234389
sub-FR025,French,4.87032621076849,31.88888888888889,0.206779308690047,0.209882654676383,0.21517121105101916,0.17236264385199224,0.31197113490379,0.09061235551681558
sub-FR026,French,6.930489417989418,25.77777777777778,0.169600347439701,0.08738857254193592,0.24222398799713588,0.11547060683165927,0.5294924948220459,0.02542433780722303
sub-FR028,French,6.125314009661835,26.88888888888889,0.17463649963053857,0.019358864134013054,0.4348608449424472,0.16259995475341854,0.26275704230176417,0.12042329386835703
sub-FR029,French,8.475061264271792,22.88888888888889,0.14720292708272517,0.10975030489924978,0.08424462600863453,0.10118593946459788,0.0,0.7048191296275178
sub-FR030,French,4.811207998678731,32.55555555555556,0.20897036466214916,0.15993827669655258,0.17930226577092795,0.16024410617529505,0.07867046373380576,0.4218448876234186
